"name","uid"
"Halococcus","2249"
"Halocrusticida","135478"
"Halodesulfovibrio","1912771"
"Haloechinothrix","1425377"
"Haloferax","2251"
"Haloferula","574899"
"Halogeometricum","60846"
"Halogranum","695982"
"Halolactibacillus","306539"
"Halomicronema","170610"
"Halomonadaceae","28256"
"Halomonas","2745"
"Halomyces","1675843"
"Halonotius","869896"
"Halophytophthora","127445"
"Haloplanus","376170"
"Haloplasma","471824"
"Haloplasmataceae","471823"
"Halopolyspora","1649455"
"Halopseudomonas","2901189"
"Haloquadratum","293431"
"Halorhabdus","146825"
"Halorhodospira","85108"
"Halorientalis","1073987"
"Halorubrum","56688"
"Halosaccharopolyspora","2893577"
"Halosimplex","171163"
"Halospina","332518"
"Halostagnicola","353799"
"Halostreptopolyspora","3373668"
"Halotalea","376488"
"Haloterrigena","121871"
"Halothece","76023"
"Halothermothrix","32636"
"Halothiobacillaceae","255526"
"Halothiobacillus","109262"
"Halotia","1620790"
"Halovibrio","576341"
"Halovivax","332951"
"Halovulum","1844498"
"Halteria","5973"
"Halteromyces","101106"
"Hamadaea","1121254"
"Hamigera","39196"
"Hammondia","99157"
"Hanamia","2930254"
"Hangzhou",NA
"Hannaella","663591"
"Hanseniaspora","29832"
"Hanseniella",NA
"Hansschlegelia","444599"
"Hapalosiphon","162985"
"Hapalosiphonaceae","1892263"
"Haploplasma","2903106"
"Haplosporangium","979650"
"Haplosporidian",NA
"Haplosporidium","31295"
"Hapsidospora","95323"
"Haptoglossa","377433"
"Haptophyceae","2830"
"Haptophyta","2830"
"Harpochytrium","109763"
"Harrya","1325513"
"Hartmannella","5777"
"Hartmannibacter","1572860"
"Harvfovirus",NA
"Harzia","911088"
"Haslea","67475"
"Hasllibacter","1434008"
"Hassallia","482629"
"Hathewaya","1769729"
"Hausknechtia","2893348"
"Haynesina","45992"
"Heart-leaved",NA
"Hebeloma","34453"
"Hedriocystis","238760"
"Heilongjiang",NA
"Helcobacillus","1161125"
"Helcococcus","31983"
"Heleopera","318525"
"Helicobacter","209"
"Helicobacteraceae","72293"
"Helicobasidium","48120"
"Helicocarpus","1745324"
"Helicostylum","101137"
"Helicovermis","3136917"
"Heliobacterium","2697"
"Heliomicrobium","2831443"
"Hellea","574559"
"Helminthosporium","58127"
"Helvella","44624"
"Hemiamphisiella","1590114"
"Hemileia","203903"
"Hemipteran",NA
"Hemitrichia","225099"
"Henan",NA
"Henriciella","453849"
"Hepatocystis","77566"
"Hepatospora","1081667"
"Hephaestia","1445609"
"Herbaspirillum","963"
"Herbiconiux","881616"
"Herbidospora","28443"
"Herbihabitans","1884922"
"Herbinix","1663717"
"Herelleviridae","2560065"
"Hericium","40459"
"Herminiimonas","303379"
"Herpetomonas","5714"
"Herpetosiphon","64"
"Herpetosiphonaceae","189773"
"Hesseltinella","101126"
"Heterobasidion","13562"
"Heterocephalacria","1851555"
"Heterodermia","114962"
"Heteroepichloe","197784"
"Heterolobosea","5752"
"Heterometopus","2021966"
"Heteromita","45106"
"Heteroscytonema","2507944"
"Heterosiphonia","94296"
"Heterostelium","2058189"
"Hevansia","2204303"
"Hexamita","13567"
"Heyndrickxia","2837504"
"Hirschia","2723"
"Hirsutella","42367"
"Hirudovirus",NA
"Histidinibacterium","2590586"
"Histomonas","135587"
"Histophilus","214906"
"Histoplasma","5036"
"Hoeflea","274591"
"Hohenbuehelia","71886"
"Hokovirus","1977636"
"Holdemania","61170"
"Holomastigotoides","104085"
"Holophaga","35838"
"Holophagaceae","574976"
"Holophagae","533205"
"Holophagales","574975"
"Holospora","44747"
"Holosporaceae","44746"
"Holosporales","1921002"
"Homavirus",NA
"Homoserinibacter","1649457"
"Homoserinimonas","1434009"
"Hordeum","4512"
"Hormoscilla","881023"
"Hortaea","91942"
"Horticoccus","2986286"
"Hoylesella","2974257"
"Hoyosella","697025"
"Hubei",NA
"Hufsiella","3078860"
"Huiozyma","3163251"
"Hulunbuir",NA
"Human","9606"
"Humibacillus","556178"
"Humibacter","427753"
"Humicola","5526"
"Humidesulfovibrio","2910983"
"Humidicutis","71939"
"Humisphaera","2807511"
"Humitalea","1223303"
"Hungatella","1649459"
"Huntiella","1580853"
"Hyalangium","224455"
"Hyalinea","203414"
"Hyaloperonospora","184462"
"Hyaloraphidium","82267"
"Hyaloscypha","47747"
"Hyalosphenia","318531"
"Hydnangium","330900"
"Hydnum","57133"
"Hydrocarboniphaga","243627"
"Hydrococcus","1616833"
"Hydrocotyle","4048"
"Hydrogenibacillus","1609627"
"Hydrogenimonas","223785"
"Hydrogenispora","1501224"
"Hydrogenivirga","246263"
"Hydrogenoanaerobacterium","596767"
"Hydrogenobacter","939"
"Hydrogenobaculum","168657"
"Hydrogenophaga","47420"
"Hydrogenophilaceae","206349"
"Hydrogenophilales","119069"
"Hydrogenophilus","70774"
"Hydrogenothermaceae","224027"
"Hydrogenothermus","133269"
"Hydrogenovibrio","28884"
"Hydropisphaera","110567"
"Hydrotalea","1004300"
"Hyella","945733"
"Hygrocybe","51006"
"Hygrophoropsis","72123"
"Hygrophorus","71941"
"Hylemonella","232523"
"Hymenobacter","89966"
"Hymenobacteraceae","1853232"
"Hymenogaster","80650"
"Hymenopellis","937605"
"Hymenoscyphus","5182"
"Hyperamoeba","181199"
"Hypericibacter","2705399"
"Hyperionvirus",NA
"Hyphobacterium","2004661"
"Hyphodiscus","353541"
"Hypholoma","71944"
"Hyphomicrobiaceae","45401"
"Hyphomicrobiales","356"
"Hyphomicrobium","81"
"Hyphomonadaceae","69657"
"Hyphomonas","85"
"Hyphopichia","507510"
"Hypocenomyce","318731"
"Hypocrella","42305"
"Hypomontagnella","2652702"
"Hypomyces","5130"
"Hypotrichida","5934"
"Hypovirus","39749"
"Hypoxylon","42308"
"Hypsignathus","448083"
"Hypsizygus","39965"
"Hysterangium","112993"
"Hysterium","100026"
"Hysteropatella","100028"
"Hyunsoonleella","1080193"
"Iamia","467975"
"Iberian",NA
"Ichthyobodo-related",NA
"Ichthyophthirius","5931"
"Icmadophila","90407"
"Ideonella","36862"
"Idiomarina","135575"
"Idiomarinaceae","267893"
"Ignatzschineria","112008"
"Ignavibacteria","795747"
"Ignavibacteriaceae","795749"
"Ignavibacteriales","795748"
"Ignavibacteriota","1134404"
"Ignavibacterium","795750"
"Ignavigranum","89092"
"Ignisphaera","334767"
"Ileonympha","3398670"
"Ilumatobacter","682522"
"Ilumatobacteraceae","2448023"
"Ilyomonas","2675671"
"Ilyonectria","1079112"
"Imhoffiella","2018671"
"Imleria","2013945"
"Immersiella","260662"
"Immundisolibacter","1934947"
"Immundisolibacteraceae","1934946"
"Imperialibacter","1649461"
"Imshaugia","172620"
"Imtechella","1165076"
"Indibacter","647744"
"Indioceanicola","2478349"
"Indivirus","1977632"
"Infirmifilum","2856573"
"Infundibulicybe","378268"
"Infundichalara","1056132"
"Inhella","644355"
"Iningainema","1932705"
"Inner",NA
"Inonotus","40468"
"Inopinatum","2884002"
"Inoviridae","10860"
"Inquilinus","171673"
"Insect",NA
"Insectomime",NA
"Insulibacter","3036657"
"Intestinibacter","1505657"
"Intestinibaculum","2679910"
"Intestinimonas","1392389"
"Intrasporangiaceae","85021"
"Intrasporangium","53357"
"Iodidimonas","2066486"
"Iodobacter","32014"
"Iphinoe","988814"
"Irineochytrium","1587496"
"Irpex","5318"
"Isoalcanivorax","3020833"
"Isochrysis","37098"
"Isoptericola","254250"
"Isosphaera","127"
"Isosphaeraceae","1763524"
"Isotricha","5986"
"Israeli",NA
"Jaaginema","454131"
"Jaapia","202696"
"Jackrogersella","2033036"
"Jahnella","224461"
"Jahnula","193034"
"Jamesozyma","3162961"
"Janibacter","53457"
"Jannaschia","188905"
"Janthinobacterium","29580"
"Jatrophihabitans","1434010"
"Jatrophihabitantaceae","2805416"
"Jejuia","762551"
"Jeongeupella","3042730"
"Jeongeupia","885864"
"Jeotgalibaca","1470540"
"Jeotgalibacillus","157226"
"Jeotgalicoccus","227979"
"Jiamusi",NA
"Jiangella","281472"
"Jiangellaceae","1217100"
"Jiangellales","1217098"
"Jiangsu",NA
"Jidongwangia","1398561"
"Jiella","1775688"
"Jimgerdemannia","2052799"
"Jimsystermes",NA
"Jingmen",NA
"Johnsongrass",NA
"Jonesia","43673"
"Jongsikchunia","2767345"
"Jonquetella","428711"
"Juglanconis","1940564"
"Jujube",NA
"Junghuhnia","81062"
"Kaarinaea","3399521"
"Kaiparowitsia","2303524"
"Kaistella","2782231"
"Kaistia","166953"
"Kaistiaceae","2831111"
"Kalaharituber","502117"
"Kalapuya","720593"
"Kallotenue","1508537"
"Kalmanozyma","1804794"
"Kamienskia","1962296"
"Kamptonema","1501433"
"Kandeliimicrobium","2047745"
"Kandleria","1279388"
"Kangiella","261963"
"Kangiellaceae","1920240"
"Kappamyces","261096"
"Karstenula","301203"
"Kashgar",NA
"Kastovskya","1481159"
"Kaustia","2838250"
"Kavinia","80652"
"Kayvirus","1857843"
"Kazachstania","71245"
"Keguizhuia","3137428"
"Kentrophoros","85677"
"Kerstersia","257820"
"Kerstinbo",NA
"Ketobacter","2025617"
"Ketobacteraceae","3085096"
"Ketogulonicigenium","92944"
"Kibdelosporangium","2029"
"Kickxella","61396"
"Kiln",NA
"Kiloniella","454159"
"Kiloniellaceae","597359"
"Kiloniellales","204441"
"Kineococcus","33981"
"Kineosphaera","211469"
"Kineosporia","49184"
"Kineosporiaceae","83778"
"Kingella","32257"
"Kinneretia","93681"
"Kipferlia","797121"
"Kiritimatiella","1921784"
"Kiritimatiellaeota","134625"
"Kiritimatiellales","1921782"
"Kiritimatiellia","1921781"
"Kiritimatiellota","134625"
"Kitasatospora","2063"
"Klebsiella","570"
"Klenkia","2183612"
"Klosneuvirus","1977639"
"Kluyvera","579"
"Kluyveromyces","4910"
"Knoellia","136099"
"Knoxdaviesia","1215354"
"Knufia","430999"
"Kockiozyma","2861358"
"Kockovaella","4998"
"Kocuria","57493"
"Kofleria","224465"
"Kofleriaceae","224464"
"Komagataeibacter","1434011"
"Komagataella","460517"
"Komarekiella","2022127"
"Kondoa","36054"
"Kordia","221065"
"Kordiimonadaceae","1331809"
"Kordiimonadales","362534"
"Kordiimonas","288021"
"Korotnevella","200888"
"Kosakonia","1330547"
"Kosmotoga","651456"
"Kosmotogaceae","1643948"
"Kouleothrix","186475"
"Kovacikia","1874526"
"Kozakia","153497"
"Krasilnikovia","349312"
"Krauss",NA
"Kribbella","182639"
"Kribbellaceae","2726069"
"Kroppenstedtia","1274351"
"Kryptoperidinium","160618"
"Ktedonobacter","363276"
"Ktedonobacteraceae","388449"
"Ktedonobacterales","388448"
"Ktedonobacteria","388447"
"Ktedonospora","2866729"
"Ktedonosporobacter","2692417"
"Kummerowia","53890"
"Kunming",NA
"Kuraishia","317045"
"Kurlavirus",NA
"Kurthia","1649"
"Kushneria","504090"
"Kutzneria","43356"
"Kwoniella","490731"
"Kyrpidia","1129704"
"Kytococcus","57499"
"Labedaea","1434013"
"Labedella","390250"
"Labilibaculum","2060722"
"Labilithrix","1524217"
"Labrenzia","478070"
"Labrys","204476"
"Lacazia","121739"
"Laccaria","29882"
"Laceyella","292635"
"Lachancea","300275"
"Lachnellula","47830"
"Lachnoanaerobaculum","1164882"
"Lachnoclostridium","1506553"
"Lachnospira","28050"
"Lachnospiraceae","186803"
"Lacibacter","649461"
"Lacihabitans","1649462"
"Lacimicrobium","1751872"
"Lacinutrix","291183"
"Lacipirellula","2691417"
"Lacipirellulaceae","2691359"
"Lacisediminihabitans","2740558"
"Lacisediminimonas","2705466"
"Lacogromia","2010924"
"Lacrimispora","2719231"
"Lactarius","34444"
"Lacticaseibacillus","2759736"
"Lactifluus","596919"
"Lactiplantibacillus","2767842"
"Lactobacillaceae","33958"
"Lactobacillus","1578"
"Lactococcus","1357"
"Lacunisphaera","1961799"
"Laestrygon",NA
"Laetiporus","5629"
"Lagenidium","4802"
"Lake",NA
"Lamprobacter","1064513"
"Lamprocystis","53452"
"Lamproderma","142788"
"Lampropedia","198705"
"Lamtostyla","331615"
"Langdonia","1620833"
"Lanmaoa","1629825"
"Lapillicoccus","402170"
"Laribacter","168470"
"Larkinella","332157"
"Larsenimonas","1775121"
"Lasallia","87266"
"Lasiodiplodia","66739"
"Lasiosphaeria","92901"
"Lasiosphaeriaceae","42302"
"Lasiosphaeris","260669"
"Lasius",NA
"Laspinema","2584823"
"Latilactobacillus","2767885"
"Laurentiella","114680"
"Lautropia","47670"
"Lawsonella","1847725"
"Lawsonia","41707"
"Lawsonibacter","2172004"
"Le",NA
"Leadbettera","2951107"
"Leadbetterella","319458"
"Lebetimonas","267989"
"Lecanicillium","291363"
"Lecanora","39934"
"Lecanoromycetidae","388435"
"Lecanosticta","687950"
"Leccinellum","1256249"
"Leccinum","80654"
"Leclercia","83654"
"Lecythium","238772"
"Lederbergia","2804231"
"Leeia","650341"
"Leekyejoonella","2750262"
"Leeuwenhoekiella","283735"
"Legionella","445"
"Legionellaceae","444"
"Legionellales","118969"
"Leifsonia","110932"
"Leishmania",NA
"Leisingera","191028"
"Lelliottia","1330545"
"Leminorella","82980"
"Lentamyces","565135"
"Lentibacillus","175304"
"Lentibacter","1434014"
"Lentilactobacillus","2767893"
"Lentimicrobiaceae","1840213"
"Lentimicrobium","1840214"
"Lentimonas","417293"
"Lentinula","5352"
"Lentinus","5357"
"Lentisphaera","256846"
"Lentisphaerae","256845"
"Lentisphaerales","278081"
"Lentisphaeria","1313211"
"Lentisphaerota","256845"
"Lentithecium","690896"
"Lentzea","165301"
"Lenzites","5631"
"Leocarpus","289932"
"Leohumicola","290614"
"Lepidoderma","289936"
"Lepidopterella","561967"
"Lepiota","37314"
"Lepraria","209122"
"Leptoamphisiella","692522"
"Leptocylindrus","163515"
"Leptodontidium","75374"
"Leptogium","168915"
"Leptographium","96312"
"Leptolegnia","92975"
"Leptolinea","475966"
"Leptolyngbya","47251"
"Leptolyngbyaceae","1890438"
"Leptomitus","100865"
"Leptomonas","5683"
"Leptonema",NA
"Leptophrys","1108493"
"Leptosphaeria","5021"
"Leptospira","171"
"Leptospiraceae","170"
"Leptospirales","1643688"
"Leptospirillum","179"
"Leptosporomyces","467956"
"Leptothrix","88"
"Leptotrichia","32067"
"Lesquereusia","1260107"
"Letharia","112415"
"Letrouitia","157775"
"Leucoagaricus","34433"
"Leucobacter","55968"
"Leucocoprinus","34431"
"Leucocytozoon","195944"
"Leucogyrophana","85978"
"Leuconeurospora","95333"
"Leuconostoc","1243"
"Leucosporidium","5277"
"Leucostoma","5118"
"Leucothrix","45247"
"Levilactobacillus","2767886"
"Levilinea","475965"
"Leviviridae","2842319"
"Lewinella","70994"
"Lewinellaceae","1937960"
"Liberibacter","34019"
"Lichen",NA
"Lichenibacterium","2714751"
"Lichenicoccus","2781897"
"Lichenifustis","3046601"
"Lichenihabitans","2723776"
"Lichina","157482"
"Lichtheimia","688353"
"Ligilactobacillus","2767887"
"Lignipirellula","2795775"
"Lignoscripta","2918521"
"Lihuaxuella","1522429"
"Limibacillus","1848396"
"Limibaculum","2036011"
"Limihaloglobus","2690160"
"Limimaricola","2211638"
"Limimonas","1434015"
"Limisphaera","1775685"
"Limisphaerales","134621"
"Limnobacter","131079"
"Limnobaculum","2172100"
"Limnochorda","1676651"
"Limnochordaceae","1676650"
"Limnochordales","1676649"
"Limnochordia","1676648"
"Limnofasciculus","3064905"
"Limnoglobus","2731450"
"Limnohabitans","665874"
"Limnoraphis","1332112"
"Limnospira","2596745"
"Limnothrix","132605"
"Limnovirga","2888753"
"Limobrevibacterium","3050023"
"Limoniibacter","2769459"
"Limosilactobacillus","2742598"
"Linderina","4867"
"Lindgomyces","741162"
"Lineolata","578092"
"Linepithema","83484"
"Linnemannia","2779861"
"Lipingzhangella","1874625"
"Lipomyces","29828"
"Liquorilactobacillus","2767888"
"Lishizhenia","559293"
"Listeria","1637"
"Litchfieldella","3137764"
"Lithohypha","2695291"
"Litoreibacter","947567"
"Litoribacterium","2834353"
"Litoribrevibacter","1649464"
"Litorihabitans","2813793"
"Litorilinea","1215913"
"Litorimonas","1167830"
"Litorivivens","1654711"
"Liverwort",NA
"Lividopora","3157458"
"Lizonia","1206353"
"Lobaria","63752"
"Lobosporangium","299330"
"Lobulomyces","642604"
"Lodderomyces","36913"
"Loigolactobacillus","2767889"
"Lojkania","45288"
"Loktanella","245186"
"Lomentospora","1549750"
"Lone",NA
"Lonepinella","53416"
"Lonestar",NA
"Longilinea","475961"
"Longimicrobiaceae","1804993"
"Longimicrobiales","1804992"
"Longimicrobium","1804994"
"Longimycelium","1434016"
"Longispora","203522"
"Longitalea","2967331"
"Longquan",NA
"Lonsdalea","1082702"
"Lophiostoma","45148"
"Lophiotrema","690884"
"Lophium","390887"
"Loramyces","132172"
"Lotharella","74819"
"Lotmaria","1620386"
"Luminiphilus","1341118"
"Lunasporangiospora","2779869"
"Lunatimonas","1774589"
"Lusitaniella","1983104"
"Luteibacter","242605"
"Luteibaculaceae","2772533"
"Luteimicrobium","754249"
"Luteimonas","83614"
"Luteipulveratus","745364"
"Luteitalea","2004797"
"Luteithermobacter","2813803"
"Luteococcus","33983"
"Luteolibacter","518753"
"Lutibacter","358023"
"Lutibaculum","1358438"
"Lutimaribacter","490828"
"Lutispora","667112"
"Lwood",NA
"Lycogala","211106"
"Lycopod",NA
"Lymphocystis",NA
"Lyngbya","28073"
"Lyophyllum","47720"
"Lysinibacillus","400634"
"Lysobacter","68"
"Lysobacteraceae","32033"
"Lysobacterales","135614"
"Lysoka",NA
"Macalpinomyces","307711"
"Macellibacteroides","1159323"
"Macrococcoides","3076173"
"Macrococcus","69965"
"Macrocybe","56472"
"Macrolepiota","34435"
"Macromonas","183669"
"Macronectria","2717533"
"Macrophomina","35724"
"Macroventuria","301206"
"Madurella","100815"
"Magnaporthe","148303"
"Magnaporthiopsis","1491576"
"Magnetococcales","1191478"
"Magnetococcus","162171"
"Magnetospira","1182780"
"Magnetospirillaceae","3036766"
"Magnetospirillum","13134"
"Magnetovibrio","1313115"
"Magnusiomyces","1095182"
"Magoulivirus","2560172"
"Mahella","252965"
"Mailhella","1981028"
"Maioricimonas","2795777"
"Maize",NA
"Malaciobacter","2321114"
"Malacoplasma","2791001"
"Malassezia","55193"
"Maliibacterium","3047433"
"Mallocybe","247723"
"Malonomonas","57039"
"Mameliella","1434019"
"Mammaliicoccus","2803850"
"Mangrovactinospora","2995703"
"Mangrovibacillus","2920444"
"Mangrovibacterium","1573808"
"Mangrovicella","2269381"
"Mangrovicoccus","2201383"
"Mangrovihabitans","2005371"
"Mangrovimicrobium","3229490"
"Mangrovimonas","1211036"
"Mannheimia","75984"
"Marasmiellus","71896"
"Marasmius","34448"
"Mariannaea","64630"
"Maribacter","252356"
"Maricaulis","74317"
"Marichromatium","85076"
"Maridesulfovibrio","2794998"
"Marilutibacter","3382698"
"Marinactinospora","647960"
"Marinagarivorans","1792291"
"Marine",NA
"Marinibactrum","1930860"
"Mariniblastus","2005380"
"Marinicauda","1649466"
"Marinicaulis","2038635"
"Marinicella","863253"
"Marinifilum","866673"
"Mariniflexile","527198"
"Marinilabilia","59738"
"Marinilabiliaceae","558415"
"Marinilabiliales","1970189"
"Marinilactibacillus","191769"
"Marinimicrobium","359337"
"Marinimicrococcus","3117352"
"Marininema","1155934"
"Mariniphaga","1573806"
"Mariniradius","1245590"
"Marinisporobacter","2018663"
"Marinitenerispora","2173855"
"Marinithermofilum","1659417"
"Marinithermus","186191"
"Marinitoga","160798"
"Marinobacter","2742"
"Marinobacterium","48075"
"Marinococcus","1370"
"Marinomonas","28253"
"Marinoscillum","643701"
"Marinospirillum","64968"
"Marinosulfonomonas","50056"
"Marinovum","367771"
"Mariprofundaceae","580372"
"Mariprofundus","377315"
"Marisediminicola","1230698"
"Maritalea","623276"
"Maritimibacter","404235"
"Marivirga","869806"
"Marivita","659428"
"Marivivens","1759396"
"Marmoricola","86795"
"Marseillevirus","1513458"
"Martelella","293088"
"Martensiomyces","61413"
"Martiniozyma","1689811"
"Maryna","638344"
"Massarina","45292"
"Massariosphaeria","100034"
"Massilia","149698"
"Massilibacterium","1923871"
"Massilimicrobiota","1924110"
"Massisteria","127226"
"Massospora","348616"
"Mastigamoeba","81099"
"Mastigocladus","29417"
"Mastigocoleus","996924"
"Maudiozyma","3162980"
"Mayamaea","431390"
"Mayorella","242540"
"Mbeech",NA
"Meagle",NA
"Mediterranea","1926659"
"Mediterraneibacter","2316020"
"Megalodesulfovibrio","2910978"
"Megamonas","158846"
"Megasphaera","906"
"Megaviridae",NA
"Megavirus","3044761"
"Meiothermus","65551"
"Melaminivora","1649468"
"Melampsora","5260"
"Melanconium","522266"
"Melanelia","91757"
"Melanocarpus","113631"
"Melanogaster","80614"
"Melanomma","45308"
"Melanopsamma","80380"
"Melanopsichium","63259"
"Melanotaenium","63260"
"Melbournevirus",NA
"Melioribacter","1134403"
"Melioribacteraceae","1334117"
"Melittangium","44"
"Membranihabitans","2023705"
"Meriderma","1109116"
"Merismopedia","53402"
"Meristemomyces","1508186"
"Merulius","160933"
"Mesobacillus","2675231"
"Mesofila","1938511"
"Mesoflavibacter","444051"
"Mesonia","232115"
"Mesoplasma","46239"
"Mesorhizobium","68287"
"Mesosutterella","2494213"
"Mesoterricola","3074468"
"Mesotoga","1184396"
"Metabacillus","2675233"
"Metallibacterium","1218803"
"Metallococcus","2868274"
"Metalysinibacillus","2703676"
"Metamycoplasma","2895509"
"Metapseudomonas","3236656"
"Metarhizium","5529"
"Metarhizobium",NA
"Metasolibacillus","2703677"
"Metatrichia",NA
"Methanobacteriaceae","2159"
"Methanobacteriota","28890"
"Methanobacterium","2160"
"Methanobrevibacter","2172"
"Methanocalculus","71151"
"Methanocaldococcus","196118"
"Methanocella","570266"
"Methanocellales","570264"
"Methanococcoides","2225"
"Methanococcus","2184"
"Methanocorpusculum","2192"
"Methanoculleus","45989"
"Methanofastidiosum","2666130"
"Methanofervidicoccus","2607661"
"Methanofollis","81416"
"Methanohalobium","2321"
"Methanohalophilus","2175"
"Methanolinea","499551"
"Methanolobus","2220"
"Methanomassiliicoccaceae","1577788"
"Methanomassiliicoccales","1235850"
"Methanomethylovorans","101191"
"Methanomicrobia","224756"
"Methanomicrobiaceae","2194"
"Methanomicrobiales","2191"
"Methanoplanus","2314"
"Methanopyrus","2319"
"Methanoregula","395331"
"Methanoregulaceae","1198451"
"Methanosaeta","2222"
"Methanosarcina","2207"
"Methanosarcinaceae","2206"
"Methanosarcinales","94695"
"Methanosphaera","2316"
"Methanosphaerula","475087"
"Methanospirillaceae","196137"
"Methanospirillum","2202"
"Methanothermobacter","145260"
"Methanothermococcus","155862"
"Methanothermus","2179"
"Methanothrix","2222"
"Methanotorris","196119"
"Methanotrichaceae","143067"
"Methylacidimicrobium","1541670"
"Methylacidiphilum","511745"
"Methylibium","316612"
"Methylicorpusculum","2713642"
"Methylobacillus","404"
"Methylobacter","429"
"Methylobacteriaceae","119045"
"Methylobacterium","407"
"Methylobrevis","1775716"
"Methylocaldum","73778"
"Methylocapsa","184923"
"Methyloceanibacter","1484898"
"Methylocella","120652"
"Methylococcaceae","403"
"Methylococcales","135618"
"Methylococcus","413"
"Methylocucumis","2204160"
"Methylocystaceae","31993"
"Methylocystis","133"
"Methyloferula","1143004"
"Methylogaea","1295378"
"Methyloglobulus","1410680"
"Methylohalobius","244364"
"Methyloligella","1485594"
"Methylomagnum","1760987"
"Methylomarinovum","1486720"
"Methylomarinum","1221209"
"Methylomicrobium","39773"
"Methylomonas","416"
"Methylomusa","2093783"
"Methylophaga","40222"
"Methylophilaceae","32011"
"Methylophilales","32003"
"Methylophilus","16"
"Methylopila","61653"
"Methyloprofundus","1565313"
"Methyloradius","2872156"
"Methylorubrum","2282523"
"Methylosinus","425"
"Methylotenera","359407"
"Methyloterricola","2045060"
"Methylotetracoccus","1918951"
"Methylothermaceae","1486721"
"Methylothermus","317574"
"Methylotuvimicrobium","2822410"
"Methyloversatilis","378210"
"Methylovirgula","1156568"
"Methylovorus","81682"
"Methylovulum","762296"
"Metopus","5964"
"Metschnikowia",NA
"Meyerozyma","766728"
"Miamiensis","279579"
"Micavibrio","213485"
"Microaerobacter","1006481"
"Microbacter","1548510"
"Microbacteriaceae","85023"
"Microbacterium","33882"
"Microbispora","2005"
"Microbotryomycetes","162481"
"Microbotryum","34416"
"Microbulbifer","48073"
"Microcella","337004"
"Microcera","1053150"
"Microchaete","188910"
"Micrococcaceae","1268"
"Micrococcales","85006"
"Micrococcus","1269"
"Microcoleaceae","1892252"
"Microcoleus","44471"
"Microcystis","1125"
"Microdochium","67608"
"Microlunatus","29404"
"Micromonas",NA
"Micromonospora","1873"
"Micromonosporaceae","28056"
"Micropepsaceae","1921568"
"Micropruina","116071"
"Microscilla","1023"
"Microscillaceae","1937962"
"Microseira","1609595"
"Microsporum","34392"
"Microterricola","518733"
"Microtetraspora","1995"
"Microthecium","1646516"
"Microthrixaceae","1798913"
"Microthyrium","1037661"
"Microvirga","186650"
"Microvirgula","57479"
"Microviridae","10841"
"Midge","7154"
"Miliammina","302102"
"Millerozyma","766502"
"Millport",NA
"Miltoncostaea","2843200"
"Miltoncostaeaceae","2843199"
"Miltoncostaeales","2843198"
"Mimiviridae","549779"
"Mimivirus","315393"
"Minchinia","38078"
"Minicystis","1649470"
"Minwuia","2493629"
"Minwuiales","2493627"
"Mirafiori",NA
"Mitosporidium","1633384"
"Mitoviridae","2732892"
"Mitovirus","186768"
"Mitsuaria","93681"
"Mitsuokella","52225"
"Mixia","34348"
"Mixta","2100764"
"Mizugakiibacter","1544982"
"Mobilicoccus","984996"
"Mobilitalea","1649471"
"Mobiluncus","2050"
"Modestobacter","88138"
"Modicella","1440132"
"Modicisalibacter","574347"
"Moelleriella","511189"
"Moesziomyces","63261"
"Mogibacterium","86331"
"Moheibacter","1572763"
"Mojavia","287846"
"Mollicutes","31969"
"Mollisia","86026"
"Mollisiaceae","2755564"
"Monascus","5097"
"Moneuplotes","152459"
"Mongoliimonas","2027874"
"Mongoliitalea","1511649"
"Moniliella","64607"
"Monilinia","38447"
"Moniliophthora","221102"
"Monilochaetes","593266"
"Monoblepharella","79274"
"Monoblepharis","79276"
"Monocercomonas","5736"
"Monocercomonoides","302781"
"Monomorphina","298266"
"Monosporascus","155415"
"Monosporozyma","3162981"
"Montanilutibacter","3382700"
"Moorella","44260"
"Moorena","1155738"
"Moraxella","475"
"Moraxellaceae","468"
"Morchella","5193"
"Morganella","581"
"Moriarty",NA
"Moritella","58050"
"Mortierella","4855"
"Moss",NA
"Motilibacter","1434021"
"Motilibacteraceae","1433378"
"Motilibacterales","2793120"
"Motilimonas","1914248"
"Motiliproteus","1775292"
"Moumouvirus","3080801"
"Mrakia","29901"
"Mucidula","937601"
"Mucilaginibacter","423349"
"Mucinivorans","1611681"
"Mucor","4830"
"Mulberry",NA
"Multifurca","670315"
"Multiple",NA
"Mumia","1546255"
"Muribaculaceae","2005473"
"Muribaculum","1918540"
"Muriicola","762641"
"Muscari","16161"
"Musicola","2884243"
"Myceligenerans","253183"
"Myceliophthora","49009"
"Mycena","41247"
"Mycetocola","76634"
"Mycetohabitans","2571159"
"Mycoavidus","1810868"
"Mycobacteriaceae","1762"
"Mycobacteriales","85007"
"Mycobacterium","1763"
"Mycobacteroides","670516"
"Mycocalicium","39941"
"Mycoemilia","417183"
"Mycolicibacillus","2126281"
"Mycolicibacter","1073531"
"Mycolicibacterium","1866885"
"Mycoplana","13159"
"Mycoplasma","2093"
"Mycoplasmataceae","2092"
"Mycoplasmatales","2085"
"Mycoplasmatota","544448"
"Mycoplasmoidaceae","2790998"
"Mycoplasmopsis","2767358"
"Mycosarcoma","2689624"
"Mycothermus","1940842"
"Mycotypha","64629"
